evaluation_id,model_id,dataset,problem_id,verdict,tests_passed,tests_total,weighted_score,compile_success,latency_ms,evaluated_at
eval-08eefeb4,claude-sonnet-4-6,humaneval-java,HumanEval_4,pass,3,3,1.0,True,2316.7,2026-05-13T14:05:41.385208
eval-57cc19de,claude-sonnet-4-6,humaneval-java,HumanEval_4,pass,3,3,1.0,True,2316.7,2026-05-13T14:05:41.857901
eval-a4ab8a1d,claude-sonnet-4-6,humaneval-java,HumanEval_4,pass,3,3,1.0,True,2316.7,2026-05-13T14:05:41.905430
eval-aed12369,claude-sonnet-4-6,humaneval-java,HumanEval_5,pass,5,5,1.0,True,5551.2,2026-05-13T14:05:45.573659
eval-2e72f2be,claude-sonnet-4-6,humaneval-java,HumanEval_5,pass,5,5,1.0,True,5551.2,2026-05-13T14:05:46.127881
eval-3186512e,claude-sonnet-4-6,humaneval-java,HumanEval_5,pass,5,5,1.0,True,5551.2,2026-05-13T14:05:46.164236
eval-70f521a0,claude-sonnet-4-6,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4399.3,2026-05-13T14:05:49.424664
eval-8d0458e1,claude-sonnet-4-6,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4399.3,2026-05-13T14:05:50.009058
eval-91e153ff,claude-sonnet-4-6,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4399.3,2026-05-13T14:05:50.128445
eval-2c10a5a0,claude-sonnet-4-6,humaneval-java,HumanEval_7,pass,3,3,1.0,True,1920.7,2026-05-13T14:05:53.569070
eval-0ed52934,claude-sonnet-4-6,humaneval-java,HumanEval_7,pass,3,3,1.0,True,1920.7,2026-05-13T14:05:54.379848
eval-8d05ba3f,claude-sonnet-4-6,humaneval-java,HumanEval_7,pass,3,3,1.0,True,1920.7,2026-05-13T14:05:54.432742
eval-00bd0fe5,claude-sonnet-4-6,humaneval-java,HumanEval_8,pass,3,3,1.0,True,1945.3,2026-05-13T14:05:57.833065
eval-69b8d1e2,claude-sonnet-4-6,humaneval-java,HumanEval_8,pass,3,3,1.0,True,1945.3,2026-05-13T14:05:58.732043
eval-d12eaae0,claude-sonnet-4-6,humaneval-java,HumanEval_8,pass,3,3,1.0,True,1945.3,2026-05-13T14:05:58.808255
eval-9cdf297e,claude-sonnet-4-6,humaneval-java,HumanEval_9,pass,3,3,1.0,True,1964.1,2026-05-13T14:06:02.168173
eval-63cd1e7e,claude-sonnet-4-6,humaneval-java,HumanEval_9,pass,3,3,1.0,True,1964.1,2026-05-13T14:06:03.064263
eval-882f8092,claude-sonnet-4-6,humaneval-java,HumanEval_9,pass,3,3,1.0,True,1964.1,2026-05-13T14:06:03.103860
eval-09104729,claude-sonnet-4-6,mbpp-java,MBPP_1,pass,3,3,1.0,True,7566.8,2026-05-13T16:33:57.456949
eval-67f3c46c,claude-sonnet-4-6,mbpp-java,MBPP_1,pass,3,3,1.0,True,7566.8,2026-05-13T16:33:57.463902
eval-dd8fe090,claude-sonnet-4-6,mbpp-java,MBPP_1,pass,3,3,1.0,True,7566.8,2026-05-13T16:33:57.469121
eval-1b428836,claude-sonnet-4-6,mbpp-java,MBPP_10,pass,3,3,1.0,True,2490.6,2026-05-13T16:33:57.674666
eval-06c2b37e,claude-sonnet-4-6,mbpp-java,MBPP_10,pass,3,3,1.0,True,2490.6,2026-05-13T16:33:57.687409
eval-e61d2054,claude-sonnet-4-6,mbpp-java,MBPP_10,pass,3,3,1.0,True,2490.6,2026-05-13T16:33:57.697897
eval-3600e59f,claude-sonnet-4-6,mbpp-java,MBPP_11,pass,3,3,1.0,True,1772.3,2026-05-13T16:33:57.717376
eval-9cd9c9cc,claude-sonnet-4-6,mbpp-java,MBPP_11,pass,3,3,1.0,True,1772.3,2026-05-13T16:33:57.726685
eval-8ac391dd,claude-sonnet-4-6,mbpp-java,MBPP_11,pass,3,3,1.0,True,1772.3,2026-05-13T16:33:57.744596
eval-573d4f22,claude-sonnet-4-6,mbpp-java,MBPP_12,pass,3,3,1.0,True,2921.3,2026-05-13T16:33:57.735795
eval-51fb5468,claude-sonnet-4-6,mbpp-java,MBPP_12,pass,3,3,1.0,True,2921.3,2026-05-13T16:33:57.751223
eval-ccd2bfb7,claude-sonnet-4-6,mbpp-java,MBPP_12,pass,3,3,1.0,True,2921.3,2026-05-13T16:33:57.771196
eval-51ecd8cd,claude-sonnet-4-6,mbpp-java,MBPP_13,pass,3,3,1.0,True,1557.1,2026-05-13T16:33:57.763062
eval-ba0e1824,claude-sonnet-4-6,mbpp-java,MBPP_13,pass,3,3,1.0,True,1557.1,2026-05-13T16:33:57.780317
eval-2ba6e2f7,claude-sonnet-4-6,mbpp-java,MBPP_13,pass,3,3,1.0,True,1557.1,2026-05-13T16:33:57.789166
eval-65117f97,claude-sonnet-4-6,mbpp-java,MBPP_14,pass,3,3,1.0,True,1827.2,2026-05-13T16:33:57.797050
eval-3d2288c0,claude-sonnet-4-6,mbpp-java,MBPP_14,pass,3,3,1.0,True,1827.2,2026-05-13T16:33:57.811354
eval-72e01904,claude-sonnet-4-6,mbpp-java,MBPP_14,pass,3,3,1.0,True,1827.2,2026-05-13T16:33:57.823827
eval-f24e2ae3,claude-sonnet-4-6,mbpp-java,MBPP_15,pass,3,3,1.0,True,4015.8,2026-05-13T16:33:57.838646
eval-fcb2deec,claude-sonnet-4-6,mbpp-java,MBPP_15,pass,3,3,1.0,True,4015.8,2026-05-13T16:33:57.847315
eval-ca1f1059,claude-sonnet-4-6,mbpp-java,MBPP_15,pass,3,3,1.0,True,4015.8,2026-05-13T16:33:57.856214
eval-54b2397c,claude-sonnet-4-6,mbpp-java,MBPP_16,pass,3,3,1.0,True,3250.6,2026-05-13T16:33:57.867916
eval-08302f80,claude-sonnet-4-6,mbpp-java,MBPP_16,pass,3,3,1.0,True,3250.6,2026-05-13T16:33:57.875285
eval-906f705d,claude-sonnet-4-6,mbpp-java,MBPP_16,pass,3,3,1.0,True,3250.6,2026-05-13T16:33:57.895277
eval-fc55909e,claude-sonnet-4-6,mbpp-java,MBPP_17,pass,3,3,1.0,True,2956.0,2026-05-13T16:33:57.885703
eval-353d0fd8,claude-sonnet-4-6,mbpp-java,MBPP_17,pass,3,3,1.0,True,2956.0,2026-05-13T16:33:57.904817
eval-237c4782,claude-sonnet-4-6,mbpp-java,MBPP_17,pass,3,3,1.0,True,2956.0,2026-05-13T16:33:57.915974
eval-58a86563,claude-sonnet-4-6,mbpp-java,MBPP_18,pass,3,3,1.0,True,1902.9,2026-05-13T16:33:57.925220
eval-1c6d9a40,claude-sonnet-4-6,mbpp-java,MBPP_18,pass,3,3,1.0,True,1902.9,2026-05-13T16:33:57.936573
eval-43f7bc1b,claude-sonnet-4-6,mbpp-java,MBPP_18,pass,3,3,1.0,True,1902.9,2026-05-13T16:33:57.946337
eval-3aad0152,claude-sonnet-4-6,mbpp-java,MBPP_2,pass,3,3,1.0,True,4786.7,2026-05-13T16:33:57.469609
eval-5076bf03,claude-sonnet-4-6,mbpp-java,MBPP_2,pass,3,3,1.0,True,4786.7,2026-05-13T16:33:57.478559
eval-4830bbb2,claude-sonnet-4-6,mbpp-java,MBPP_2,pass,3,3,1.0,True,4786.7,2026-05-13T16:33:57.484069
eval-9feaf2ff,claude-sonnet-4-6,mbpp-java,MBPP_3,pass,3,3,1.0,True,3073.1,2026-05-13T16:33:57.483524
eval-496b8eeb,claude-sonnet-4-6,mbpp-java,MBPP_3,pass,3,3,1.0,True,3073.1,2026-05-13T16:33:57.494810
eval-4e38d4d9,claude-sonnet-4-6,mbpp-java,MBPP_3,pass,3,3,1.0,True,3073.1,2026-05-13T16:33:57.503841
eval-50c0361b,claude-sonnet-4-6,mbpp-java,MBPP_4,pass,3,3,1.0,True,4157.7,2026-05-13T16:33:57.513364
eval-aae4ea8f,claude-sonnet-4-6,mbpp-java,MBPP_4,pass,3,3,1.0,True,4157.7,2026-05-13T16:33:57.520172
eval-7d3973f7,claude-sonnet-4-6,mbpp-java,MBPP_4,pass,3,3,1.0,True,4157.7,2026-05-13T16:33:57.527945
eval-adbfe96b,claude-sonnet-4-6,mbpp-java,MBPP_5,pass,3,3,1.0,True,1904.1,2026-05-13T16:33:57.535658
eval-7a43c165,claude-sonnet-4-6,mbpp-java,MBPP_5,pass,3,3,1.0,True,1904.1,2026-05-13T16:33:57.544540
eval-abfcf98b,claude-sonnet-4-6,mbpp-java,MBPP_5,pass,3,3,1.0,True,1904.1,2026-05-13T16:33:57.632781
eval-938ec363,claude-sonnet-4-6,mbpp-java,MBPP_6,pass,3,3,1.0,True,2227.5,2026-05-13T16:33:57.554001
eval-0de15822,claude-sonnet-4-6,mbpp-java,MBPP_6,pass,3,3,1.0,True,2227.5,2026-05-13T16:33:57.562661
eval-1a293b59,claude-sonnet-4-6,mbpp-java,MBPP_6,pass,3,3,1.0,True,2227.5,2026-05-13T16:33:57.572915
eval-f7950739,claude-sonnet-4-6,mbpp-java,MBPP_7,pass,3,3,1.0,True,2117.8,2026-05-13T16:33:57.585711
eval-fcf4fa11,claude-sonnet-4-6,mbpp-java,MBPP_7,pass,3,3,1.0,True,2117.8,2026-05-13T16:33:57.597381
eval-901ccb4e,claude-sonnet-4-6,mbpp-java,MBPP_7,pass,3,3,1.0,True,2117.8,2026-05-13T16:33:57.608359
eval-aa33a5cc,claude-sonnet-4-6,mbpp-java,MBPP_8,pass,3,3,1.0,True,2616.5,2026-05-13T16:33:57.619257
eval-fd602fab,claude-sonnet-4-6,mbpp-java,MBPP_8,pass,3,3,1.0,True,2616.5,2026-05-13T16:33:57.632202
eval-5166f07e,claude-sonnet-4-6,mbpp-java,MBPP_8,pass,3,3,1.0,True,2616.5,2026-05-13T16:33:57.642773
eval-4938d405,claude-sonnet-4-6,mbpp-java,MBPP_9,pass,3,3,1.0,True,2376.6,2026-05-13T16:33:57.651747
eval-b319931d,claude-sonnet-4-6,mbpp-java,MBPP_9,pass,3,3,1.0,True,2376.6,2026-05-13T16:33:57.663347
eval-9abbb5ab,claude-sonnet-4-6,mbpp-java,MBPP_9,pass,3,3,1.0,True,2376.6,2026-05-13T16:33:57.709013
eval-34171168,gemini-2.5-flash,defects4j,D4J_Chart_3,pass,3,3,1.0,True,26905.8,2026-05-14T10:31:11.536957
eval-de46f95d,gemini-2.5-flash,defects4j,D4J_Chart_3,pass,3,3,1.0,True,26905.8,2026-05-14T10:31:11.551484
eval-56210b5d,gemini-2.5-flash,defects4j,D4J_Chart_3,pass,3,3,1.0,True,26905.8,2026-05-14T10:31:11.621697
eval-a421340d,gemini-2.5-flash,defects4j,D4J_Chart_9,pass,3,3,1.0,True,12176.3,2026-05-14T10:31:11.815496
eval-f8698dad,gemini-2.5-flash,defects4j,D4J_Chart_9,pass,3,3,1.0,True,12176.3,2026-05-14T10:31:11.830594
eval-0c448ab1,gemini-2.5-flash,defects4j,D4J_Chart_9,pass,3,3,1.0,True,12176.3,2026-05-14T10:31:11.846580
eval-6c67eb85,gemini-2.5-flash,defects4j,D4J_Closure_4,pass,3,3,1.0,True,133656.1,2026-05-14T10:31:11.565575
eval-3396ab22,gemini-2.5-flash,defects4j,D4J_Closure_4,pass,3,3,1.0,True,133656.1,2026-05-14T10:31:11.584980
eval-ccfeedab,gemini-2.5-flash,defects4j,D4J_Closure_4,pass,3,3,1.0,True,133656.1,2026-05-14T10:31:11.605659
eval-b0acc2d9,gemini-2.5-flash,defects4j,D4J_Lang_1,pass,3,3,1.0,True,23431.3,2026-05-14T10:31:11.490344
eval-f966e820,gemini-2.5-flash,defects4j,D4J_Lang_1,pass,3,3,1.0,True,23431.3,2026-05-14T10:31:11.494053
eval-4bed56da,gemini-2.5-flash,defects4j,D4J_Lang_1,pass,3,3,1.0,True,23431.3,2026-05-14T10:31:11.520454
eval-4bbbb44b,gemini-2.5-flash,defects4j,D4J_Lang_10,pass,3,3,1.0,True,3629.4,2026-05-14T10:31:11.863332
eval-d6f149c2,gemini-2.5-flash,defects4j,D4J_Lang_10,pass,3,3,1.0,True,3629.4,2026-05-14T10:31:11.904031
eval-3f3e0eeb,gemini-2.5-flash,defects4j,D4J_Lang_10,pass,3,3,1.0,True,3629.4,2026-05-14T10:31:11.908267
eval-562589ac,gemini-2.5-flash,defects4j,D4J_Lang_7,pass,3,3,1.0,True,133419.6,2026-05-14T10:31:11.737209
eval-61fb539e,gemini-2.5-flash,defects4j,D4J_Lang_7,pass,3,3,1.0,True,133419.6,2026-05-14T10:31:11.753554
eval-864abfbc,gemini-2.5-flash,defects4j,D4J_Lang_7,pass,3,3,1.0,True,133419.6,2026-05-14T10:31:11.784064
eval-64fe3bea,gemini-2.5-flash,defects4j,D4J_Math_2,pass,3,3,1.0,True,4281.9,2026-05-14T10:31:11.503753
eval-78e9db2a,gemini-2.5-flash,defects4j,D4J_Math_2,pass,3,3,1.0,True,4281.9,2026-05-14T10:31:11.506821
eval-2224b661,gemini-2.5-flash,defects4j,D4J_Math_2,pass,3,3,1.0,True,4281.9,2026-05-14T10:31:11.521267
eval-e8b389d1,gemini-2.5-flash,defects4j,D4J_Math_8,pass,3,3,1.0,True,35065.4,2026-05-14T10:31:11.768207
eval-72ee7078,gemini-2.5-flash,defects4j,D4J_Math_8,pass,3,3,1.0,True,35065.4,2026-05-14T10:31:11.798553
eval-562b46a4,gemini-2.5-flash,defects4j,D4J_Math_8,pass,3,3,1.0,True,35065.4,2026-05-14T10:31:11.878930
eval-bf382219,gemini-2.5-flash,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,17898.6,2026-05-14T10:31:11.670605
eval-c0df46c5,gemini-2.5-flash,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,17898.6,2026-05-14T10:31:11.687101
